Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Alley_Grvl,Alley_None,Alley_Pave,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,LogSalePrice
568,20,RL,70.0,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,168.0,Gd,TA,PConc,4,3,1,6,2,1,0,1515,1517,GasA,Ex,Y,SBrkr,1535,0,0,1535,0,0,2,0,3,1,Gd,7,Typ,0,0,2004.0,2,2,532,3,3,Y,0,0,0,0,0,0,0,0,3,2010,WD,Normal,214000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.273731294003989
569,50,RL,79.0,12327,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,4,3,4,6,1441,1,0,55,1496,GasA,Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,4,1983.0,3,2,612,4,3,Y,349,40,0,0,0,0,0,0,9,2009,WD,Normal,316600,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,12.66539442642905
570,90,RL,73.0,7032,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,4,3,4,6,943,1,0,0,943,GasA,TA,Y,SBrkr,943,0,0,943,1,0,1,0,2,1,TA,4,Typ,2,3,1979.0,1,2,600,3,3,Y,42,0,0,0,0,0,0,0,12,2006,WD,Normal,135960,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.820116003810051
571,90,RL,74.0,13101,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,108.0,TA,TA,CBlock,3,3,1,2,231,1,0,1497,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,TA,10,Typ,0,0,1987.0,1,2,576,3,3,Y,0,0,0,0,0,0,0,0,11,2008,WD,Normal,142600,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,11.867798786962332
572,20,RL,60.0,7332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,207.0,TA,TA,CBlock,3,3,1,4,414,1,0,450,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,Gd,4,Typ,0,0,1959.0,1,1,288,3,3,Y,168,0,0,0,0,0,0,0,10,2006,WD,Abnorml,120000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,11.695247021764184
573,60,RL,83.0,13159,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,5,3,3,1,0,1,0,846,846,GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,0,2009.0,2,2,650,3,3,Y,208,114,0,0,0,0,0,0,7,2009,New,Partial,224500,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,12.321630986164447
574,80,RL,76.0,9967,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,4,3,1,1,0,1,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,8,Typ,1,3,2000.0,2,2,400,3,3,Y,100,0,0,0,0,0,0,0,12,2007,WD,Normal,170000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,12.043553716032399
575,80,RL,70.0,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,82.0,TA,TA,CBlock,3,3,3,5,349,1,0,23,372,GasA,TA,Y,SBrkr,576,533,0,1109,0,1,1,0,3,1,TA,5,Typ,0,0,1971.0,1,1,288,3,3,Y,35,0,0,0,0,0,0,0,12,2007,WD,Normal,139000,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,11.842229212112828
576,50,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,3,3,1,3,442,1,0,390,832,GasA,TA,Y,SBrkr,832,384,0,1216,0,0,1,0,2,1,TA,6,Typ,0,0,1947.0,1,1,336,3,3,Y,158,0,102,0,0,0,0,0,10,2008,COD,Abnorml,118500,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.682668239557323
577,50,RL,52.0,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,3,3,1,1,0,1,0,861,861,GasA,Gd,Y,SBrkr,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,1,4,1928.0,1,1,216,3,3,Y,0,50,0,0,0,0,0,0,8,2009,WD,Normal,145000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.884489021402711
578,80,RL,96.0,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,97.0,TA,TA,CBlock,3,3,3,2,328,5,551,285,1164,GasA,Ex,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,6,Typ,2,2,1966.0,2,2,564,3,3,Y,160,68,240,0,0,0,0,0,5,2006,WD,Abnorml,164500,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.010665849187564
579,160,FV,34.0,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,4,3,1,1,0,1,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,0,2007.0,1,2,540,3,3,Y,0,102,0,0,0,0,0,0,2,2008,WD,Abnorml,146000,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.891361900690473
580,50,RM,81.0,12150,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,335.0,TA,TA,BrkTil,3,3,1,1,0,1,0,1050,1050,GasA,Ex,N,FuseF,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,0,1954.0,1,1,352,2,3,Y,0,0,0,0,0,0,0,0,11,2008,WD,Normal,131500,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,11.786762130599957
581,20,RL,73.0,14585,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,85.0,TA,TA,CBlock,3,3,1,4,594,3,219,331,1144,GasA,Ex,Y,SBrkr,1429,0,0,1429,0,1,1,0,3,1,Gd,7,Typ,2,4,1960.0,1,2,572,3,3,Y,216,110,0,0,0,0,0,0,6,2007,WD,Normal,181900,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.111212364506214
582,20,RL,98.0,12704,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,306.0,Ex,TA,PConc,5,3,1,1,0,1,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,4,2009.0,2,3,1390,3,3,Y,0,90,0,0,0,0,0,0,8,2009,New,Partial,253293,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.442302200392747
583,90,RL,81.0,11841,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,104.0,TA,Gd,CBlock,4,3,3,6,816,1,0,0,816,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,TA,5,Typ,0,0,0.0,0,0,0,0,0,Y,0,32,0,0,0,0,0,0,5,2007,WD,Normal,118500,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,11.682668239557323
584,75,RM,75.0,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Ex,Ex,BrkTil,3,3,1,1,0,1,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,4,1988.0,1,2,880,4,3,Y,105,502,0,0,0,0,0,0,7,2008,WD,Normal,325000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,12.691580461311874
585,50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,3,3,1,1,0,1,0,884,884,GasA,Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,Gd,6,Typ,0,0,1935.0,1,1,240,3,3,Y,0,0,54,0,120,0,0,0,7,2009,WD,Normal,133000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.79810440720389
586,20,RL,88.0,11443,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,208.0,Gd,TA,PConc,5,3,4,6,1460,1,0,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,Gd,7,Typ,2,4,2005.0,2,3,880,3,3,Y,326,66,0,0,0,0,0,0,3,2006,New,Partial,369900,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.820987977820545
587,30,RL,55.0,10267,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,0.0,TA,Gd,BrkTil,3,4,2,3,210,5,606,0,816,GasA,Ex,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,Fa,5,Typ,0,0,1961.0,3,1,275,3,3,N,0,0,112,0,0,0,0,0,5,2008,WD,Normal,130000,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,11.77528972943772
588,85,RL,74.0,8740,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,3,3,3,5,672,1,0,168,840,GasA,TA,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,TA,4,Typ,0,0,1996.0,1,2,528,3,3,Y,0,0,0,0,0,0,0,0,7,2009,WD,Normal,137000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.827736204810263
589,20,RL,65.0,25095,Pave,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,3,3,4,6,1324,1,0,113,1437,GasA,Ex,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,Ex,5,Typ,2,4,1968.0,1,1,452,3,3,Y,0,48,0,0,60,0,0,0,6,2009,WD,Partial,143000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,11.870599909242044
590,40,RM,50.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,3,3,1,1,0,1,0,742,742,GasA,TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,0,1988.0,1,1,308,3,3,P,0,0,0,0,0,0,0,600,8,2008,WD,Normal,79500,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.283512300642423
591,60,RL,64.0,8320,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,4,3,1,6,490,1,0,280,770,GasA,Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,Gd,6,Typ,0,0,2004.0,2,2,520,3,3,Y,0,45,0,0,0,0,0,0,9,2008,WD,Normal,185900,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,12.132964173709535
592,60,RL,97.0,13478,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,420.0,Ex,TA,PConc,5,3,4,6,1338,1,0,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,4,2008.0,2,3,842,3,3,Y,382,274,0,0,0,0,0,0,6,2009,ConLI,Normal,451950,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,13.021326833226556
593,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,PConc,3,4,1,6,816,1,0,0,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,0,1985.0,3,2,816,3,3,Y,0,0,0,0,0,0,0,0,6,2008,WD,Normal,138000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.835008964139341
594,120,RM,70.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,170.0,Gd,TA,PConc,4,3,3,6,685,1,0,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,0,2003.0,3,2,420,3,3,Y,140,0,0,0,0,0,0,0,5,2009,WD,Normal,140000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,11.84939770159144
595,20,RL,88.0,7990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,4,3,1,1,0,1,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,0,1981.0,1,1,280,3,3,Y,0,0,0,0,0,0,0,0,4,2008,WD,Normal,110000,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,11.608235644774552
596,20,RL,69.0,11302,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,238.0,Gd,TA,PConc,4,3,4,6,1422,1,0,392,1814,GasA,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,3,2005.0,3,3,758,3,3,Y,180,75,0,0,120,0,0,0,8,2006,New,Partial,319000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.672946381766982
597,70,RM,60.0,3600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,3,3,1,1,0,1,0,684,684,GasA,Ex,N,FuseA,684,684,0,1368,0,0,1,0,3,1,TA,7,Typ,0,0,1930.0,1,1,216,3,2,N,0,158,0,0,0,0,0,0,10,2006,WD,Normal,114504,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.648365035864053
598,120,RL,53.0,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,5,3,3,1,0,1,0,1258,1258,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,4,2006.0,3,3,648,3,3,Y,120,16,0,0,0,0,0,0,2,2007,New,Partial,194201,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.17664898415669
599,20,RL,80.0,12984,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,459.0,TA,TA,CBlock,4,3,2,5,1283,2,147,0,1430,GasA,Ex,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,3,1977.0,3,2,621,3,3,Y,0,0,0,0,0,0,0,0,3,2006,WD,Normal,217500,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.289954129510877
600,160,RM,24.0,1950,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,4,3,1,2,81,6,612,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,3,1980.0,3,2,452,3,3,Y,161,0,0,0,0,0,0,0,7,2008,COD,Normal,151000,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11.925035115797062
601,60,RL,74.0,10927,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,280.0,Gd,TA,PConc,4,3,3,6,546,1,0,512,1058,GasA,Ex,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,Ex,8,Typ,1,4,2003.0,3,2,736,3,3,Y,179,60,0,0,0,0,0,0,6,2006,WD,Normal,275000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,12.524526376648708
602,50,RM,50.0,9000,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,3,3,1,1,0,1,0,780,780,GasA,TA,Y,SBrkr,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,4,1979.0,1,1,544,3,3,P,0,162,0,0,126,0,0,0,12,2007,WD,Normal,141000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.856515169360305
603,60,RL,80.0,10041,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,4,3,2,6,789,1,0,119,908,GasA,Ex,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,3,1992.0,3,2,506,3,3,Y,120,150,0,0,0,0,0,0,2,2006,WD,Abnorml,220000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,12.301382825334498
604,160,FV,30.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,4,3,1,1,0,1,0,600,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,0,2004.0,2,2,480,3,3,Y,0,172,0,0,0,0,0,0,6,2010,WD,Normal,151000,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11.925035115797062
605,20,RL,88.0,12803,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,99.0,Gd,TA,PConc,4,3,2,6,922,1,0,572,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,1,3,2002.0,2,2,530,3,3,Y,192,36,0,0,0,0,0,0,9,2008,WD,Normal,221000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.30591798049989
606,60,RL,85.0,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,176.0,TA,TA,CBlock,3,3,1,4,454,1,0,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,2,1965.0,1,2,486,3,3,Y,0,42,0,0,189,0,0,0,10,2009,WD,Normal,205000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.230765258120545
607,20,RL,82.0,12464,Pave,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,4,3,1,6,732,1,0,308,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,0,2000.0,1,2,576,3,3,Y,168,0,0,0,0,0,0,0,11,2009,WD,Normal,152000,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11.931635799828413
608,20,RL,78.0,7800,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,3,4,1,6,603,1,0,293,896,GasA,Ex,Y,SBrkr,1112,896,0,2008,1,0,3,0,3,1,Ex,8,Typ,0,0,1948.0,1,1,230,3,3,Y,103,0,0,0,0,0,0,0,8,2006,WD,Normal,225000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,12.323855681186558
609,70,RL,78.0,12168,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,PConc,4,3,2,4,428,1,0,537,965,GasA,TA,Y,SBrkr,1940,1254,0,3194,0,0,2,1,4,1,TA,10,Typ,2,4,1934.0,1,2,380,3,3,Y,0,0,0,0,0,0,0,0,9,2007,WD,Alloca,359100,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,12.791356180214175
610,20,RL,61.0,7943,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,192.0,TA,Fa,CBlock,3,3,2,3,903,1,0,126,1029,GasA,Gd,Y,SBrkr,1029,0,0,1029,1,0,1,0,3,1,TA,5,Typ,0,0,1961.0,1,1,261,3,3,Y,64,0,39,0,0,0,0,0,4,2007,WD,Normal,118500,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,11.682668239557323
611,60,RL,70.0,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,204.0,Gd,TA,PConc,5,3,2,6,904,1,0,536,1440,GasA,Ex,Y,SBrkr,1476,677,0,2153,1,0,2,1,3,1,Ex,8,Typ,2,5,2000.0,3,3,736,3,3,Y,253,142,0,0,0,0,0,0,5,2009,WD,Normal,313000,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,12.65395846952229
612,80,RL,80.0,10395,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,233.0,TA,TA,CBlock,4,3,3,5,605,1,0,427,1032,GasA,TA,Y,SBrkr,1032,0,0,1032,0,1,2,0,3,1,TA,6,Typ,1,3,1978.0,1,2,564,3,3,Y,0,0,0,0,0,0,0,500,7,2007,WD,Normal,148000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,11.904967552746252
613,60,RL,70.0,11885,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,108.0,Gd,TA,PConc,4,3,3,6,990,1,0,309,1299,GasA,Ex,Y,SBrkr,1299,573,0,1872,1,0,2,1,3,1,Ex,7,Typ,1,3,2001.0,2,2,531,3,3,Y,160,122,0,0,0,0,0,0,11,2009,WD,Normal,261500,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,12.474189562487116
